Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
435;Jamorko Pickett;PF;24;DET;6;0;7.8;0.2;1.7;0.1;0.2;1.2;0.143;0;0.5;0;0.15;0;0;0;0.3;1.2;1.5;0.2;0;0.2;0.5;0.5;0.5
436;Theo Pinson;SF;26;DAL;16;0;7.5;0.6;2;0.281;0.4;1.6;0.24;0.2;0.4;0.429;0.375;0.3;0.3;1;0.1;1.1;1.2;0.8;0.3;0.1;0.1;0.6;1.8
437;Mason Plumlee;C;31;CHO;50;50;25.7;3;4.7;0.634;0;0;0;3;4.7;0.639;0.634;0.8;2.3;0.368;2.6;5.5;8.1;3.1;0.9;0.6;1.4;3.1;6.8
438;Jakob Poeltl;C;26;SAS;49;48;28.9;5.9;9.6;0.614;0;0;1;5.9;9.6;0.614;0.615;1.2;2.7;0.466;3.9;5.3;9.2;2.8;0.7;1.8;1.6;3;13.1
439;Aleksej Pokusevski;PF;20;OKC;42;2;16.6;2.3;5.9;0.386;0.7;2.6;0.273;1.5;3.2;0.478;0.447;0.2;0.4;0.563;1;3.4;4.3;1.2;0.5;0.6;1.2;1.2;5.5
440;Yves Pons;SF;22;MEM;7;0;3.1;0.1;0.4;0.333;0.1;0.1;1;0;0.3;0;0.5;0;0.3;0;0.3;0.4;0.7;0;0;0;0;0.3;0.4
441;Jordan Poole;SG;22;GSW;53;35;28.8;5.6;12.7;0.438;2.3;6.9;0.338;3.2;5.8;0.559;0.53;2.9;3.1;0.922;0.5;2.7;3.1;3.5;0.8;0.3;2.3;2.6;16.4
442;Kevin Porter Jr.;PG;21;HOU;39;39;30.1;4.7;11.8;0.399;2.3;6;0.38;2.4;5.8;0.419;0.496;2;3.3;0.606;0.7;3.2;3.9;6.2;1.2;0.3;3.5;2.5;13.7
443;Michael Porter Jr.;SF;23;DEN;9;9;29.4;4.1;11.4;0.359;1.1;5.3;0.208;3;6.1;0.491;0.408;0.6;1;0.556;1;5.6;6.6;1.9;1.1;0.2;1.3;1.8;9.9
444;Otto Porter Jr.;PF;28;GSW;48;13;21.5;3.2;6.7;0.472;1.5;3.7;0.391;1.7;3;0.573;0.581;0.6;0.8;0.757;1.1;4.2;5.3;1.5;1.1;0.5;0.5;1.4;8.4
445;Bobby Portis;C;26;MIL;50;45;28.8;6;12.5;0.482;1.9;4.7;0.41;4.1;7.8;0.526;0.559;1.3;1.8;0.753;2.6;6.6;9.2;1.3;0.8;0.8;1.5;2.6;15.3
446;Kristaps Porzi??is;PF;26;DAL;34;34;29.5;6.7;14.9;0.451;1.4;5.1;0.283;5.3;9.9;0.537;0.499;4.3;5;0.865;1.9;5.8;7.7;2;0.7;1.7;1.6;2.6;19.2
447;Micah Potter;C;23;DET;3;0;10.3;1.7;3.7;0.455;0;0.7;0;1.7;3;0.556;0.455;0.7;0.7;1;1.3;1.7;3;0;0.3;0.3;0.3;1.3;4
448;Dwight Powell;C;30;DAL;58;47;20.5;2.8;4.3;0.648;0.2;0.5;0.387;2.6;3.7;0.685;0.672;1.6;2.2;0.746;2;2.4;4.4;1.1;0.5;0.4;0.8;2.5;7.3
449;Myles Powell;PG;24;PHI;11;0;4.7;0.5;1.5;0.294;0.1;0.5;0.167;0.4;1;0.364;0.324;0.2;0.2;1;0.1;0.5;0.5;0.3;0.1;0;0.3;0.7;1.2
450;Norman Powell;SF-SG;28;TOT;43;41;32.9;6.2;13.6;0.457;2.3;5.7;0.407;3.9;7.9;0.493;0.542;4.1;5.1;0.807;0.5;2.8;3.3;2.2;1;0.4;1.6;2.3;18.8
450;Norman Powell;SF;28;POR;40;39;33.3;6.2;13.6;0.456;2.3;5.7;0.406;3.9;7.8;0.492;0.542;4;5;0.803;0.4;2.9;3.3;2.1;1;0.4;1.6;2.3;18.7
450;Norman Powell;SG;28;LAC;3;2;26.7;6.7;14;0.476;2;4.7;0.429;4.7;9.3;0.5;0.548;5.7;6.7;0.85;1;2;3;4;0.7;0.7;1.7;2.7;21
451;Joshua Primo;SG;19;SAS;30;4;15.9;1.7;4.7;0.369;0.8;2.5;0.32;0.9;2.2;0.424;0.454;0.6;0.8;0.76;0.6;1.1;1.7;1.4;0.4;0.5;0.9;1.2;4.9
452;Taurean Prince;PF;27;MIN;47;8;15.3;2;4.5;0.455;1.1;2.7;0.391;1;1.8;0.554;0.573;0.6;0.8;0.757;0.4;2;2.3;0.9;0.6;0.3;0.7;1.4;5.7
453;Payton Pritchard;SG;24;BOS;49;2;12.3;1.7;4.5;0.378;1;2.7;0.361;0.7;1.8;0.404;0.486;0.3;0.3;1;0.3;1.3;1.6;1.7;0.2;0.1;0.7;0.9;4.7
454;Trevelin Queen;SG;24;HOU;8;0;8.6;1.6;3.6;0.448;1;2.8;0.364;0.6;0.9;0.714;0.586;0.4;0.4;1;0.6;1.1;1.8;0.4;0.6;0;0.9;0.8;4.6
455;Neemias Queta;C;22;SAC;10;0;5.6;0.9;2.3;0.391;0;0;0;0.9;2.3;0.391;0.391;0.3;0.5;0.6;1.1;0.8;1.9;0.4;0.1;0.4;0.4;1.1;2.1
456;Immanuel Quickley;PG;22;NYK;55;2;21.3;3.1;8.5;0.368;1.6;4.9;0.328;1.5;3.6;0.421;0.462;1.5;1.7;0.914;0.4;1.9;2.3;3;0.6;0.1;1.3;2.2;9.4
457;Jahmi'us Ramsey;SG;20;SAC;19;0;7.1;1.3;3.1;0.414;0.3;0.9;0.278;1;2.1;0.475;0.457;0.4;0.7;0.5;0.2;0.5;0.7;0.4;0.1;0.1;0.3;0.5;3.2
458;Julius Randle;PF;27;NYK;57;57;35.7;7.1;16.9;0.421;1.6;5.3;0.306;5.5;11.6;0.474;0.469;3.9;5.2;0.765;1.8;8.4;10.2;5.2;0.8;0.6;3.5;2.8;19.8
459;Austin Reaves;SG;23;LAL;39;0;21.3;2.1;4.3;0.488;0.8;2.4;0.326;1.3;1.9;0.699;0.58;1.2;1.4;0.821;0.6;2.1;2.6;1.3;0.3;0.3;0.5;1.4;6.2
460;Cam Reddish;SF;22;TOT;43;7;21;3.5;8.8;0.395;1.4;3.9;0.361;2;4.8;0.423;0.476;2.1;2.3;0.911;0.5;1.7;2.1;1;1;0.3;1.2;1.1;10.5
460;Cam Reddish;SF;22;ATL;34;7;23.4;4.1;10.1;0.402;1.7;4.5;0.379;2.4;5.6;0.421;0.487;2.1;2.4;0.9;0.6;1.9;2.5;1.1;1;0.3;1.3;1.3;11.9
460;Cam Reddish;SF;22;NYK;9;0;11.6;1.2;3.8;0.324;0.3;1.8;0.188;0.9;2;0.444;0.368;2.2;2.3;0.952;0.1;0.8;0.9;0.4;0.8;0.2;0.7;0.4;5
461;Davon Reed;SG;26;DEN;29;3;13.8;1.6;3.3;0.474;0.8;1.8;0.434;0.8;1.4;0.524;0.595;0.1;0.2;0.8;0.3;2.2;2.5;1;0.6;0.1;0.3;1.4;4
462;Paul Reed;C;22;PHI;24;2;9.5;1.1;2.5;0.45;0;0.2;0;1.1;2.3;0.482;0.45;0.2;0.4;0.4;1.3;1.4;2.7;0.4;0.8;0.5;0.3;1.5;2.4
463;Naz Reid;C;22;MIN;56;5;15.9;2.9;6.3;0.469;0.8;2.1;0.35;2.2;4.1;0.53;0.528;1.5;2;0.739;1.4;2.5;3.9;0.9;0.4;1;1;2.1;8.1
464;Nick Richards;C;24;CHO;41;5;8.4;1.3;2;0.679;0;0;0;1.3;2;0.679;0.679;0.7;1;0.732;0.7;1.2;2;0.3;0.2;0.5;0.5;1.2;3.4
465;Josh Richardson;SG;28;TOT;45;0;24.5;3.4;7.7;0.441;1.4;3.5;0.399;2;4.2;0.476;0.532;1.4;1.6;0.859;0.6;2.2;2.8;1.5;0.8;0.5;0.9;1.8;9.6
465;Josh Richardson;SG;28;BOS;44;0;24.7;3.5;7.8;0.443;1.4;3.5;0.397;2;4.3;0.481;0.534;1.4;1.6;0.859;0.6;2.3;2.8;1.5;0.8;0.5;0.9;1.9;9.7
465;Josh Richardson;SG;28;SAS;1;0;14;1;4;0.25;1;2;0.5;0;2;0;0.375;0;0;0;0;0;0;2;0;1;0;0;3
466;Austin Rivers;SG;29;DEN;44;13;21;2.2;5.3;0.413;1.2;3.5;0.346;1;1.9;0.537;0.526;0.4;0.6;0.704;0.3;1.3;1.7;1.1;0.7;0.1;0.9;1.6;6
467;Duncan Robinson;SG;27;MIA;55;50;27.2;3.9;10;0.396;3;8.4;0.361;0.9;1.6;0.58;0.547;0.7;0.8;0.822;0.4;2.6;3;1.5;0.6;0.2;0.9;2.6;11.6
468;Justin Robinson;PG;24;TOT;25;0;12.2;1.1;3.7;0.301;0.7;2.4;0.295;0.4;1.3;0.313;0.398;0.2;0.3;0.5;0.2;0.7;0.8;1.3;0.4;0;0.7;1.1;3.1
468;Justin Robinson;PG;24;MIL;17;0;11.6;1.1;3.4;0.316;0.6;2.2;0.27;0.5;1.2;0.4;0.404;0.1;0.1;1;0.1;0.6;0.8;1.2;0.5;0;0.6;1;2.8
468;Justin Robinson;PG;24;SAC;3;0;5;0.3;2.7;0.125;0;1;0;0.3;1.7;0.2;0.125;0;0;0;0;0.3;0.3;0.7;0;0;0.3;0.7;0.7
468;Justin Robinson;PG;24;DET;5;0;18.2;1.8;5.6;0.321;1.6;4.2;0.381;0.2;1.4;0.143;0.464;0.4;1.2;0.333;0.4;1;1.4;1.8;0.2;0.2;1;1.6;5.6
469;Mitchell Robinson;C;23;NYK;53;44;25.4;3.6;4.7;0.762;0;0;0;3.6;4.7;0.762;0.762;1.3;2.5;0.519;3.9;4.9;8.7;0.4;0.6;1.7;0.8;2.7;8.4
470;Jeremiah Robinson-Earl;C;21;OKC;44;36;23;2.7;6.6;0.401;1.1;3.4;0.333;1.5;3.2;0.472;0.486;0.7;1;0.714;1.6;4.2;5.8;1;0.6;0.3;0.8;1.7;7.1
471;Isaiah Roby;PF;23;OKC;22;8;15.1;2.8;5.4;0.513;0.6;1.5;0.406;2.2;4;0.552;0.567;0.8;1.2;0.667;1.4;2.3;3.7;0.7;0.6;0.5;0.8;1.9;7
472;Rajon Rondo;PG;35;TOT;31;0;18.3;1.7;4.8;0.365;0.7;2.3;0.324;1;2.5;0.403;0.443;0.5;0.7;0.81;0.4;2.6;3;4.1;0.8;0.2;1.8;1.5;4.8
472;Rajon Rondo;PG;35;LAL;18;0;16.1;1.3;3.9;0.324;0.4;1.7;0.267;0.8;2.3;0.366;0.38;0.1;0.1;0.5;0.6;2.2;2.7;3.7;0.7;0.3;1.9;1.4;3.1
472;Rajon Rondo;PG;35;CLE;13;0;21.4;2.4;5.9;0.403;1.2;3.2;0.366;1.2;2.8;0.444;0.5;1.2;1.5;0.842;0.2;3.2;3.5;4.7;1.1;0;1.7;1.5;7.2
473;Derrick Rose;PG;33;NYK;26;4;24.5;4.7;10.5;0.445;1.4;3.5;0.402;3.3;7;0.467;0.513;1.2;1.2;0.968;0.8;2.2;3;4;0.8;0.5;1.5;0.6;12
474;Terrence Ross;SG;30;ORL;51;0;24.2;3.7;9;0.406;1.3;4.2;0.316;2.3;4.8;0.484;0.479;1.9;2.2;0.867;0.3;2.2;2.5;2;0.5;0.2;1.3;1.1;10.6
475;Terry Rozier;SG;27;CHO;50;50;33.7;6.9;16.1;0.43;3;8.3;0.361;3.9;7.8;0.503;0.523;2.1;2.5;0.819;0.8;3.6;4.3;4.3;1.1;0.4;1.3;1.6;19
476;Ricky Rubio;PG;31;CLE;34;8;28.5;4.4;12.1;0.363;1.7;5.1;0.339;2.6;7;0.38;0.434;2.6;3;0.854;0.4;3.7;4.1;6.6;1.4;0.2;2.6;2.2;13.1
477;D'Angelo Russell;PG;25;MIN;45;45;32.2;6.5;15.9;0.408;3;8.6;0.351;3.5;7.3;0.474;0.502;2.9;3.6;0.802;0.4;3.1;3.5;7;0.9;0.5;2.5;2.2;18.8
478;Domantas Sabonis;C-PF;25;TOT;51;50;34.5;7.1;12.3;0.579;0.7;2.2;0.315;6.4;10.1;0.636;0.607;3.9;5.3;0.739;3.3;8.7;12;5.1;1;0.5;3;3.1;18.8
478;Domantas Sabonis;C;25;IND;47;46;34.7;7;12.1;0.58;0.7;2.3;0.324;6.3;9.9;0.639;0.61;4.1;5.5;0.74;3.3;8.8;12.1;5;1;0.5;3;3.1;18.9
478;Domantas Sabonis;PF;25;SAC;4;4;32.3;7.8;13.5;0.574;0;0.8;0;7.8;12.8;0.608;0.574;1.8;2.5;0.7;3;8.5;11.5;5.5;1;0.3;3;3.3;17.3
479;Olivier Sarr;C;22;OKC;2;0;7;0.5;1.5;0.333;0;0.5;0;0.5;1;0.5;0.333;1;1;1;0;2.5;2.5;0;0;1;0;0.5;2
480;Tomáš Satoransk?;SG;30;NOP;32;3;15;1;3.3;0.299;0.2;1;0.161;0.8;2.4;0.355;0.322;0.6;0.8;0.76;0.6;1.4;2;2.4;0.4;0;0.7;1;2.8
481;Jordan Schakel;SG;23;WAS;2;0;7;0;3;0;0;1.5;0;0;1.5;0;0;0;0;0;1;0.5;1.5;0;0;0;0;0;0
482;Admiral Schofield;SF;24;ORL;24;1;11.3;1.3;2.8;0.471;0.6;1.7;0.341;0.8;1.1;0.667;0.574;0.2;0.3;0.714;0.4;1.7;2;0.7;0.1;0.2;0.5;1.3;3.5
483;Dennis Schröder;SG-PG;28;TOT;51;26;29.2;5.2;11.9;0.439;1.4;3.9;0.345;3.9;8;0.485;0.496;2.5;3;0.85;0.6;2.8;3.4;4.4;0.8;0.1;2.2;2.4;14.3
483;Dennis Schröder;SG;28;BOS;49;25;29.2;5.2;11.9;0.44;1.4;3.9;0.349;3.9;8;0.485;0.497;2.5;3;0.848;0.6;2.8;3.3;4.2;0.8;0.1;2.1;2.4;14.4
483;Dennis Schröder;PG;28;HOU;2;1;28.5;4.5;11;0.409;1;4;0.25;3.5;7;0.5;0.455;3.5;4;0.875;1;3.5;4.5;7;1;0.5;3.5;3.5;13.5
484;Tre Scott;SF;25;CLE;2;0;5.5;1.5;3;0.5;0;0.5;0;1.5;2.5;0.6;0.5;0;0;0;0.5;0.5;1;0;0.5;0.5;0;1;3
485;Jay Scrubb;SG;21;LAC;18;0;6.7;1;2.6;0.391;0.3;1.2;0.286;0.7;1.4;0.48;0.457;0.4;0.6;0.7;0.1;0.8;0.9;0.4;0.2;0.2;0.4;0.5;2.7
486;Wayne Selden;SG;27;NYK;3;0;6.3;0.3;1.3;0.25;0.3;0.7;0.5;0;0.7;0;0.375;0.7;1.3;0.5;0;0.3;0.3;0.3;0;0;0;0.3;1.7
487;Alperen Þengün;C;19;HOU;49;5;18.8;3.1;6.4;0.483;0.4;1.3;0.281;2.7;5.1;0.534;0.511;2.3;3.2;0.698;1.7;3.1;4.8;2.5;0.8;0.9;2;2.9;8.8
488;Collin Sexton;SG;23;CLE;11;11;28.7;6.2;13.7;0.45;1;4.1;0.244;5.2;9.6;0.538;0.487;2.6;3.5;0.744;1.2;2.1;3.3;2.1;0.9;0;2.8;2.3;16
489;Landry Shamet;SG;24;PHO;45;7;19.8;2.4;6.4;0.37;1.6;4.5;0.353;0.8;2;0.409;0.493;1;1.2;0.852;0.2;1.7;1.9;1.6;0.5;0.1;0.5;1.2;7.4
490;Day'Ron Sharpe;PF;20;BRK;29;8;12.8;2.8;4.8;0.571;0;0.1;0.25;2.7;4.7;0.581;0.575;0.7;1.3;0.568;2.7;2.6;5.2;0.5;0.3;0.5;1;2.1;6.3
491;Pascal Siakam;PF;27;TOR;44;44;37.8;8.5;17.1;0.495;1.1;3.1;0.348;7.4;14;0.528;0.527;3.9;5.3;0.738;2.1;6.6;8.7;5.2;1.3;0.7;2.8;3.5;21.9
492;Chris Silva;PF;25;TOT;10;0;9.1;0.8;1.5;0.533;0;0;0;0.8;1.5;0.533;0.533;1;1.2;0.833;1.3;2.3;3.6;0.7;0;0.1;0.8;2;2.6
492;Chris Silva;PF;25;MIN;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
492;Chris Silva;PF;25;MIA;9;0;9.8;0.9;1.7;0.533;0;0;0;0.9;1.7;0.533;0.533;1.1;1.3;0.833;1.4;2.4;3.9;0.8;0;0.1;0.9;2.2;2.9
493;Marko Simonovic;C;22;CHI;9;0;3.9;0.4;1.7;0.267;0.1;0.6;0.2;0.3;1.1;0.3;0.3;0.9;1.2;0.727;0.6;0.6;1.1;0;0.1;0.1;0.2;0.7;1.9
494;Anfernee Simons;SG;22;POR;53;26;29.3;6.2;13.8;0.447;3.1;7.6;0.4;3.1;6.1;0.505;0.558;1.6;1.8;0.885;0.5;2.2;2.7;3.9;0.5;0.1;1.9;1.9;17
495;Jericho Sims;PF;23;NYK;18;0;6.5;0.4;0.6;0.727;0;0;0;0.4;0.6;0.727;0.727;0.2;0.2;0.75;0.6;0.9;1.5;0.1;0.2;0.4;0.1;0.6;1.1
496;Deividas Sirvydis;SG;21;DET;3;0;9;0.3;3.3;0.1;0.3;2.3;0.143;0;1;0;0.15;0;0;0;0;2;2;0.3;1;0.3;0;1.3;1
497;Javonte Smart;PG;22;MIL;13;1;12.3;0.8;3.3;0.256;0.3;1.4;0.222;0.5;1.9;0.28;0.302;0.4;0.5;0.833;0.3;1.2;1.5;1.1;0.3;0.2;0.7;0.8;2.4
498;Marcus Smart;PG;27;BOS;50;50;32.7;4;9.8;0.411;1.5;4.8;0.311;2.5;5;0.506;0.487;2.2;2.8;0.783;0.6;3.3;3.9;5.3;1.8;0.3;2;2.4;11.7
499;Dennis Smith Jr.;PG;24;POR;37;4;17.2;2.1;5.1;0.418;0.2;0.7;0.222;2;4.4;0.451;0.434;1.1;1.7;0.656;0.5;1.8;2.4;3.6;1.2;0.3;1.4;1.4;5.6
500;Ish Smith;PG;33;TOT;40;1;14.3;2.2;5.2;0.411;0.3;0.7;0.407;1.9;4.6;0.412;0.438;0.3;0.5;0.632;0.4;1.3;1.6;2.8;0.6;0.3;1;1.1;4.9
500;Ish Smith;PG;33;CHO;37;1;13.8;2;5;0.395;0.3;0.7;0.4;1.7;4.3;0.394;0.422;0.3;0.5;0.632;0.3;1.2;1.5;2.6;0.5;0.3;1;0.9;4.5
500;Ish Smith;PG;33;WAS;3;0;20.3;4.3;8;0.542;0.3;0.7;0.5;4;7.3;0.545;0.563;0;0;0;1;1.3;2.3;5;1.3;0.3;1;2.7;9
501;Jalen Smith;PF;21;TOT;33;6;14.1;2.5;5.1;0.485;0.5;1.6;0.288;2;3.5;0.573;0.53;1.3;1.8;0.759;1.8;3.1;5;0.3;0.3;0.6;0.8;1.9;6.8
501;Jalen Smith;PF;21;PHO;29;4;13.2;2.2;4.7;0.46;0.3;1.3;0.231;1.9;3.4;0.551;0.493;1.4;1.8;0.769;1.9;2.9;4.8;0.2;0.2;0.6;0.8;1.8;6
501;Jalen Smith;PF;21;IND;4;2;21;4.8;8;0.594;1.5;3.3;0.462;3.3;4.8;0.684;0.688;1;1.5;0.667;1.5;4.8;6.3;1;0.8;0.8;1.3;2.8;12
502;Xavier Sneed;SF;24;MEM;2;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0.5;1;0;0;0;0;1;0
503;Tony Snell;SG;30;TOT;40;10;14.3;1;2.7;0.38;0.7;2.1;0.325;0.4;0.6;0.56;0.505;0.1;0.1;1;0.3;1.6;1.9;0.5;0.2;0.2;0.4;1.2;2.8
503;Tony Snell;SG;30;POR;38;10;14.4;0.9;2.6;0.371;0.6;2;0.32;0.3;0.6;0.545;0.495;0.1;0.1;1;0.3;1.6;1.9;0.5;0.2;0.2;0.3;1.2;2.6
503;Tony Snell;SG;30;NOP;2;0;12.5;2.5;5.5;0.455;1.5;4;0.375;1;1.5;0.667;0.591;0;0;0;0;1;1;0.5;0.5;0;1.5;1.5;6.5
504;Jaden Springer;SG;19;PHI;2;0;3;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0.5;0.5;1;0;0;1;0.5;0;1
505;Cassius Stanley;SG;22;DET;9;1;17.2;2.1;5.1;0.413;0.4;1.9;0.235;1.7;3.2;0.517;0.457;1.1;1.1;1;0.6;1.6;2.1;0.4;0.6;0.2;0.7;1.9;5.8
506;Nik Stauskas;SG;28;MIA;2;0;12;1.5;4;0.375;1;2;0.5;0.5;2;0.25;0.5;1.5;2;0.75;0.5;1;1.5;0.5;0;0;0;0.5;5.5
507;Lance Stephenson;SG-SF;31;TOT;30;1;18.1;3.3;7.1;0.458;0.5;2;0.246;2.8;5.1;0.542;0.493;1.3;1.7;0.8;0.3;2.7;3;3.7;0.5;0.1;1.6;1.9;8.4
507;Lance Stephenson;SF;31;ATL;6;0;11.7;0.8;2.2;0.385;0;0.5;0;0.8;1.7;0.5;0.385;0.2;0.3;0.5;0.2;2.3;2.5;1.8;0;0;0.7;1.3;1.8
507;Lance Stephenson;SG;31;IND;24;1;19.7;3.9;8.4;0.463;0.6;2.4;0.259;3.3;6;0.545;0.5;1.6;2;0.813;0.4;2.8;3.2;4.1;0.6;0.1;1.8;2;10
508;Lamar Stevens;PF;24;CLE;41;8;14.3;2;4.3;0.475;0.3;1.1;0.295;1.7;3.2;0.534;0.511;0.6;1;0.625;0.7;1.5;2.2;0.6;0.5;0.2;0.5;1.4;5
509;Isaiah Stewart;C;20;DET;50;50;26;3.6;7;0.523;0.1;0.5;0.125;3.6;6.5;0.552;0.527;1;1.4;0.667;3.1;5.4;8.4;1.1;0.3;1.1;1.3;2.9;8.3
510;Max Strus;SF;25;MIA;46;9;24;3.8;8.5;0.44;2.7;6.5;0.408;1.1;2;0.543;0.595;0.7;0.9;0.767;0.4;2.8;3.2;1.3;0.3;0.2;0.8;1.7;10.9
511;Jalen Suggs;PG;20;ORL;39;36;28.2;4.4;12;0.367;0.9;4.2;0.228;3.5;7.9;0.44;0.406;2.8;3.7;0.776;0.6;3.1;3.7;4.4;1.3;0.4;3;3;12.6
512;Craig Sword;SG;28;WAS;3;0;6.3;1;1.3;0.75;0;0.3;0;1;1;1;0.75;0;0;0;0;0;0;0.3;1.3;0;0.3;2.3;2
513;Keifer Sykes;PG;28;IND;20;10;19.3;2.5;6.8;0.36;1;3.3;0.308;1.5;3.6;0.408;0.434;0.6;0.7;0.857;0.4;1.5;1.8;2.2;0.4;0.2;1.3;1.9;6.5
514;Jae'Sean Tate;SF;26;HOU;55;54;27.4;4.9;9.7;0.504;0.7;2.6;0.287;4.1;7.1;0.583;0.542;2;2.8;0.714;1.7;3.9;5.6;3;1;0.6;1.9;3.7;12.5
515;Jayson Tatum;SF;23;BOS;56;56;36.1;8.9;20.6;0.434;2.8;8.4;0.329;6.2;12.2;0.505;0.5;5.1;6;0.848;1.2;7.2;8.4;4.2;1;0.7;2.9;2.3;25.7
516;Terry Taylor;SG;22;IND;13;2;19;4.2;7.1;0.598;0.3;0.7;0.444;3.9;6.4;0.614;0.62;0.8;1;0.769;3.4;3.5;6.8;1.5;0.2;0.2;0.4;1.9;9.5
517;Garrett Temple;SG;35;NOP;54;16;19.2;1.9;5.1;0.379;1;3.2;0.32;0.9;1.9;0.476;0.478;0.5;0.7;0.718;0.5;2;2.5;1.3;0.7;0.4;0.7;1.5;5.4
518;Emanuel Terry;PF;25;PHO;3;0;6;0;1.7;0;0;0;0;0;1.7;0;0;0;0;0;2.7;2.3;5;0.7;0.3;0;1.7;1.3;0
519;Tyrell Terry;PG;21;MEM;2;0;1.5;0.5;0.5;1;0;0;0;0.5;0.5;1;1;0;0;0;0;0;0;0;0;0;0;0.5;1
520;Jon Teske;C;24;MEM;3;0;2.7;0;0.3;0;0;0;0;0;0.3;0;0;0;0.7;0;0;0.7;0.7;0.3;0.3;0;0;0.3;0
521;Daniel Theis;C;29;TOT;28;21;22.1;3.1;6.5;0.481;0.9;2.9;0.3;2.3;3.7;0.621;0.546;1;1.4;0.675;1.1;3.9;5.1;0.8;0.5;0.8;1.1;2.4;8.1
521;Daniel Theis;C;29;HOU;26;21;22.5;3.2;6.9;0.469;0.9;3;0.291;2.3;3.8;0.61;0.534;1;1.5;0.675;1.2;3.8;5;0.8;0.4;0.7;1.2;2.4;8.4
521;Daniel Theis;C;29;BOS;2;0;18;2;2;1;0.5;0.5;1;1.5;1.5;1;1.125;0;0;0;0;6;6;1;1;2;0;3;4.5
522;Brodric Thomas;SG;25;BOS;8;0;5;0.4;1.4;0.273;0.1;0.9;0.143;0.3;0.5;0.5;0.318;0.3;0.3;1;0.3;0.5;0.8;0.6;0;0.1;0.5;0.6;1.1
523;Cam Thomas;SG;20;BRK;47;2;19.4;3.7;8.4;0.447;0.8;3;0.27;2.9;5.4;0.545;0.495;1.3;1.6;0.811;0.2;2.4;2.6;1.3;0.5;0.1;0.8;1;9.6
524;Isaiah Thomas;PG;32;TOT;5;1;22.8;3;9.4;0.319;1;5;0.2;2;4.4;0.455;0.372;1.6;2.2;0.727;0.2;1.4;1.6;2;0;0.4;1;2.4;8.6
524;Isaiah Thomas;PG;32;LAL;4;1;25.3;3;9.8;0.308;1.3;5.5;0.227;1.8;4.3;0.412;0.372;2;2.8;0.727;0.3;1.8;2;1.5;0;0.5;1.3;3;9.3
524;Isaiah Thomas;PG;32;DAL;1;0;13;3;8;0.375;0;3;0;3;5;0.6;0.375;0;0;0;0;0;0;4;0;0;0;0;6
525;Matt Thomas;SG;27;CHI;35;0;12.8;1.4;3.6;0.397;0.9;2.5;0.384;0.5;1.1;0.425;0.528;0.5;0.6;0.8;0.1;1.3;1.4;0.6;0.2;0.1;0.2;0.5;4.3
526;Klay Thompson;SG;31;GSW;16;16;25.3;6.2;14.8;0.418;2.9;7.7;0.374;3.3;7.1;0.465;0.515;1.8;1.9;0.935;0.4;3.4;3.8;3.1;0.6;0.4;1.4;1.5;17.1
527;Tristan Thompson;PF;30;TOT;34;3;15.3;2.6;5.1;0.509;0;0;1;2.6;5.1;0.506;0.511;1;2;0.515;2.3;2.9;5.3;0.6;0.3;0.4;1;1.7;6.3
527;Tristan Thompson;PF;30;SAC;30;3;15.2;2.5;5;0.503;0;0;1;2.5;5;0.5;0.507;1.1;2;0.533;2.4;3;5.4;0.6;0.4;0.4;1;1.7;6.2
527;Tristan Thompson;PF;30;IND;4;0;16.5;3.3;6;0.542;0;0;0;3.3;6;0.542;0.542;0.8;2;0.375;1.8;2.8;4.5;0.5;0;0.5;1;1.8;7.3
528;JT Thor;PF;19;CHO;18;0;8.6;0.9;2.2;0.41;0.3;1.2;0.273;0.6;0.9;0.588;0.487;0.4;0.7;0.667;0.4;1;1.4;0.6;0.3;0.4;0.3;1;2.6
529;Matisse Thybulle;SG;24;PHI;42;27;26.6;2.3;4.7;0.492;0.7;2.5;0.288;1.6;2.3;0.716;0.568;0.4;0.5;0.696;0.5;1.7;2.3;1.2;1.8;1.1;0.6;2.3;5.8
530;Killian Tillie;C;23;MEM;32;3;13.3;1.3;3.6;0.362;0.8;2.4;0.338;0.5;1.2;0.41;0.474;0.2;0.3;0.625;0.6;1.1;1.7;0.6;0.7;0.4;0.3;1.7;3.6
531;Xavier Tillman Sr.;PF;23;MEM;39;0;13.1;1.8;3.9;0.451;0.2;0.9;0.2;1.6;3;0.525;0.474;0.8;1.2;0.646;1.2;1.8;3;1;1.1;0.4;0.7;1.3;4.5
532;Isaiah Todd;PF;20;WAS;10;0;4.1;0.5;1.7;0.294;0.4;1.1;0.364;0.1;0.6;0.167;0.412;0.2;0.6;0.333;0.2;0.8;1;0.3;0.2;0.2;0.1;0.1;1.6
533;Obi Toppin;PF;23;NYK;54;2;15.1;2.8;5.6;0.51;0.4;1.7;0.226;2.4;3.8;0.638;0.545;1.2;1.6;0.75;0.9;2.6;3.6;0.9;0.3;0.4;0.8;1.4;7.3
